window_start,node_id,source_file,node_role,layer,parent_mac,n_samples_present,n_samples_expected,rssi_dbm_mean,rssi_dbm_var,rssi_dbm_min,rssi_dbm_max,retry_count_delta,retry_count_reset_detected,tx_count_delta,tx_count_reset_detected,probes_count_delta,probes_count_reset_detected,window_label,window_phase_id,ForwardingRatio,IngressEgressDelta,ConsistencyScore,RetryRate,RSSI_mean,RSSI_var,RSSI_Hop_Diff,LatencyHopRatio,TunnelIntensity,TunnelBytes,TunnelLatency,ParentSwitchRate,LayerChangeCount,HopStabilityDuration,RSSI_stability,PDR,_pdr_clipped,Label,missing_firmware_fields
160,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-42.4,3.04,-44.0,-39.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-42.4,3.04,8.600000000000001,,,,,0.0,0,4.0,3.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
165,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-43.0,0.0,-43.0,-43.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-43.0,0.0,8.0,,,,,0.0,0,4.0,4.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
170,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-43.6,0.24,-44.0,-43.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-43.6,0.24,7.399999999999999,,,,,0.0,0,4.0,4.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
175,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-43.4,0.24,-44.0,-43.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-43.4,0.24,7.600000000000001,,,,,0.0,0,4.0,4.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
180,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-42.2,1.7599999999999998,-44.0,-40.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-42.2,1.7599999999999998,8.799999999999997,,,,,0.0,0,4.0,4.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
185,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-42.6,0.24,-43.0,-42.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-42.6,0.24,8.399999999999999,,,,,0.0,0,4.0,4.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
190,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-42.6,0.24,-43.0,-42.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-42.6,0.24,8.399999999999999,,,,,0.0,0,4.0,4.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
195,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-41.2,0.96,-42.0,-40.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-41.2,0.96,9.799999999999997,,,,,0.0,0,4.0,4.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
200,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-42.0,14.0,-46.0,-35.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-42.0,14.0,9.0,,,,,0.0,0,4.0,1.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
205,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-40.0,24.8,-47.0,-35.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-40.0,24.8,11.0,,,,,0.0,0,4.0,1.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
210,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-41.6,53.04,-54.0,-33.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-41.6,53.04,9.399999999999999,,,,,0.0,0,4.0,1.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
215,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-45.0,17.2,-52.0,-40.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-45.0,17.2,6.0,,,,,0.0,0,4.0,3.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
220,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-51.8,2.1599999999999997,-54.0,-50.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-51.8,2.1599999999999997,0.7999999999999972,,,,,0.0,0,4.0,4.0,0.9999997500000625,False,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
225,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-51.6,5.44,-55.0,-49.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-51.6,5.44,0.6000000000000014,,,,,0.0,0,4.0,3.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
