window_start,node_id,source_file,node_role,layer,parent_mac,n_samples_present,n_samples_expected,rssi_dbm_mean,rssi_dbm_var,rssi_dbm_min,rssi_dbm_max,retry_count_delta,retry_count_reset_detected,tx_count_delta,tx_count_reset_detected,probes_count_delta,probes_count_reset_detected,window_label,window_phase_id
505,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-52.2,1.3599999999999999,-53.0,-50.0,0.0,False,2.0,False,2.0,False,0.0,3.0
510,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-53.0,0.0,-53.0,-53.0,0.0,False,2.0,False,2.0,False,0.0,3.0
515,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-53.4,0.24,-54.0,-53.0,0.0,False,3.0,False,3.0,False,0.0,3.0
520,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-53.0,0.4,-54.0,-52.0,0.0,False,4.0,False,4.0,False,0.0,3.0
0,NODE_B4BFE932FE90,victim_COM25_tree_none_r1_20260715_014135_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,4,5,-11.75,0.1875,-12.0,-11.0,0.0,False,1.0,False,1.0,False,0.0,0.0
5,NODE_B4BFE932FE90,victim_COM25_tree_none_r1_20260715_014135_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-11.6,0.24,-12.0,-11.0,0.0,False,0.0,False,0.0,False,0.0,0.0
10,NODE_B4BFE932FE90,victim_COM25_tree_none_r1_20260715_014135_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-10.4,0.24000000000000005,-11.0,-10.0,0.0,False,0.0,False,0.0,False,0.0,0.0
15,NODE_B4BFE932FE90,victim_COM25_tree_none_r1_20260715_014135_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-10.2,0.15999999999999998,-11.0,-10.0,0.0,False,0.0,False,0.0,False,0.0,0.0
20,NODE_B4BFE932FE90,victim_COM25_tree_none_r1_20260715_014135_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,4,5,-10.0,0.0,-10.0,-10.0,0.0,False,0.0,False,0.0,False,0.0,0.0
25,NODE_B4BFE932FE90,victim_COM25_tree_none_r1_20260715_014135_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-10.0,0.0,-10.0,-10.0,0.0,False,0.0,False,0.0,False,0.0,0.0
