t_anchor_s,nodes,status,unresolved_parents,max_layer,layers_agree,reason,run_id
-360.0,2,OK,0,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618",linear_blackhole_20260917_125131
-122.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-121.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-120.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-119.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-118.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-117.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-116.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-115.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-114.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-113.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-112.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-111.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-110.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-109.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-108.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-107.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-106.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-105.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-104.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-103.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-102.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-101.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-100.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-99.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-98.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-97.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-96.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-95.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-94.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-93.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-92.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-91.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-90.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-89.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-88.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-87.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-86.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-85.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-84.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-83.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-82.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-81.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-80.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-79.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-78.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-77.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-76.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-75.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-74.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-73.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-72.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-71.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-70.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-69.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-68.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-67.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-66.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-65.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-64.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-63.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-62.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-61.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-60.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-59.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-58.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-57.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-56.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-55.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-54.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-53.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-52.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-51.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-50.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-49.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-48.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-47.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-46.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-45.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-44.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-43.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-42.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-41.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-40.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-39.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-38.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-37.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-36.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-35.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-34.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-33.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-32.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-31.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-30.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-29.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-28.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-27.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-26.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-25.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-24.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-23.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-22.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-21.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-20.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-19.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-18.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-17.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-16.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-15.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-14.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-13.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-12.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-11.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-10.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-9.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-8.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-7.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-6.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-5.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-4.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-3.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-2.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-1.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
0.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
1.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
2.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
3.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
4.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
5.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
6.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
7.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
8.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
9.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
10.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
11.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
12.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
13.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
14.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
15.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
16.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
17.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
18.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
